inventor_id,name,country,patent_id
fl:ja_ln:juto-1,Jan-Erik Juto,,5591175
fl:re_ln:mast-2,Rexford R. Mast,,11118372
fl:ak_ln:kondo-1,Akihiko Kondo,,11220693
fl:ba_ln:sterman-1,Baruch Sterman,,8767716
fl:to_ln:yoshimura-15,Toshiteru Yoshimura,,7913790
fl:ra_ln:altamimi-1,Rashid Mohammed Altamimi,,9476569
fl:ge_ln:zhang-28,Geoffrey Zhang,,8040984
fl:ro_ln:albright-8,Robert L. Albright,,6541579
fl:ru_ln:huang-124,Rundong Huang,,12008394
fl:ma_ln:simon-16,Marc Simon,,5900930
fl:ju_ln:nam-51,Jung Hak Nam,,11445189
fl:jo_ln:kim-505,Jonggap Kim,,9561799
fl:bo_ln:nam-10,Bohyun Nam,,10980380
fl:zs_ln:szombathelyi-1,Zsolt Szombathelyi,,5096902
fl:li_ln:chen-451,Lien-Hsun Chen,,7370038
fl:ke_ln:ariyama-1,Kenzo Ariyama,,4454210
fl:ta_ln:hyodo-2,Takehiko Hyodo,,10940369
fl:sh_ln:nakanishi-21,Shinji Nakanishi,,8741492
fl:ta_ln:aoki-64,Takanobu Aoki,,8408124
fl:wi_ln:breimeier-1,Witalij Breimeier,,D1025407
fl:ch_ln:tanaka-6,Chiaki Tanaka,,6018014
fl:we_ln:hsu-149,Wen-Chieh Hsu,,7579202
fl:fu_ln:ninomiya-1,Fujio Ninomiya,,5744763
fl:ha_ln:ostling-2,Hans Martin Ostling,,4026211
fl:sa_ln:home-1,Sandra Home,,9668120
fl:mi_ln:zinn-3,Michael R. Zinn,,8409136
fl:je_ln:diard-1,Jean-Luc Diard,,D332813
fl:sw_ln:buccapatnamtirumala-1,Swapna Buccapatnam Tirumala,,10679136
fl:we_ln:liao-139,Wen P. Liao,,8750918
fl:jo_ln:choi-13,Jong-Deok Choi,,7275241
fl:ed_ln:rodriguez-29,Edward Rodriguez,,3996475
fl:mi_ln:wang-361,Mid Wang,,10462634
fl:ta_ln:doi-34,Takayoshi Doi,,D306620
fl:da_ln:elmaleh-1,David R. Elmaleh,,5587398
fl:ta_ln:okamoto-36,Takeshi Okamoto,,10765386
fl:ry_ln:ogg-1,Ryan Clayton Ogg,,11967251
fl:do_ln:ramm-1,Dov Ramm,,5241185
fl:je_ln:bell-2,"Jerome R. Bell, Jr.",,9542539
fl:je_ln:hawkins-10,Jeffrey C. Hawkins,,6448988
fl:da_ln:jennings-16,David Jennings,,5793129
fl:se_ln:katayama-5,Seiji Katayama,,6378416
fl:no_ln:iwai-7,Nobuyuki Iwai,,D503726
001iuvzip3ycjle3voaj2xm09,Claude-Daniel Proellochs,,4444513
fl:ma_ln:ghanizadehgrayli-1,Mannan Ghanizadehgrayli,,10662703
fl:ma_ln:tsuji-33,Masao Tsuji,,6450658
fl:be_ln:aspar-1,Bernard Aspar,,8044465
fl:pa_ln:kutch-1,Patrick G. Kutch,,11412052
fl:da_ln:bajune-1,David E. Bajune,,5624215
fl:al_ln:cahill-3,Alan R. Cahill,,D415610
fl:ka_ln:oya-7,Kazufumi Oya,,7637601
fl:su_ln:park-355,Sungho Park,,11465136
fl:le_ln:witt-1,Leslie Rae Witt,,D871407
fl:wa_ln:chan-20,Wai Shun Wilson Chan,,11138198
fl:yo_ln:ariasthode-1,Yolanda Meriah Arias-Thode,,12510049
fl:sy_ln:ali-40,Syed A. Ali,,8517100
fl:ve_ln:hodnik-1,Vesna HODNIK,,12049637
fl:da_ln:ladret-1,Daniel Ladret,,10191118
fl:ch_ln:schlunke-1,Christopher K. Schlunke,,4753213
fl:mi_ln:trennepohl-1,Michael Dale Trennepohl,,9913761
fl:in_ln:geuens-1,Ingrid Geuens,,7172852
fl:ts_ln:kato-14,Tsuyoshi Kato,,9938304
fl:ta_ln:semingson-1,Taylor Semingson,,11304733
fl:ri_ln:codos-1,Richard Codos,,8016380
fl:ge_ln:senger-2,Gerhard Franz-Josef Senger,,D283695
fl:br_ln:bellamy-1,Brandon Bellamy,,D828136
fl:al_ln:ross-7,Alexander Evan Ross,,11839900
fl:ki_ln:jung-14,Kil-soo Jung,,9031380
fl:ke_ln:tsukamoto-12,Keisuke Tsukamoto,,7788691
fl:jo_ln:green-68,Joseph C. Green,,11826149
fl:da_ln:wilson-22,David P. Wilson,,4836947
fl:ji_ln:yan-33,Jianfei Yan,,12453801
fl:no_ln:yoshimura-7,Nobuhiro YOSHIMURA,,12240977
fl:ma_ln:boyd-2,Malcolm Stanley Boyd,,9155838
fl:ja_ln:wyatt-9,Jacqueline Wyatt,,6558633
fl:la_ln:melvin-2,"Lawrence S. Melvin, III",,7739651
fl:wa_ln:williamson-4,"Warren P. Williamson, IV",,10166024
fl:je_ln:peterson-27,Jeffrey M. Peterson,,7723815
fl:ka_ln:nakayama-38,Kazutaka Nakayama,,11633866
fl:vi_ln:welmann-1,Vitali Welmann,,12378632
fl:mi_ln:laine-2,Michael Laine,,10143236
001mge3ejdqbcj6k33fevziqm,Lynn B. Sauter,,5813353
fl:wi_ln:curtis-4,William M. Curtis,,12116468
fl:sh_ln:chen-346,Shih-I Chen,,8263998
fl:jo_ln:dekoning-4,Johannes J.M. de Koning,,5345083
fl:va_ln:sherman-2,Vadim Sherman,,10470687
fl:al_ln:hegedus-2,Alexander M. Hegedus,,11284724
fl:ro_ln:foster-1,Robin H. Foster,,7035927
fl:os_ln:marcia-1,Oscar Marcia,,10616628
fl:na_ln:camacho-1,Nancy P. Camacho,,6934576
fl:lo_ln:noel-1,Louis Noel,,8430032
fl:ic_ln:sawamura-2,Ichiro Sawamura,,4090921
fl:ha_ln:singh-9,Harpreet Singh,,10294288
fl:sh_ln:tsujimoto-10,Shinichi Tsujimoto,,4952967
fl:ma_ln:roy-45,Matthew Roy,,11780469
fl:ed_ln:givens-1,Edwin N. Givens,,4272501
fl:ke_ln:mundt-2,Kevin Mundt,,8740436
fl:ba_ln:kroon-1,Bart Kroon,,9798151
fl:mo_ln:jigstam-1,Monica Jigstam,,5929015
fl:sh_ln:gao-155,Shumin Gao,,12247585
fl:pu_ln:lu-2,Pu-Ping Lu,,10076519
fl:ro_ln:vanderlaan-1,Roger van der Laan,,9968847
fl:st_ln:fleming-8,Stephen Jordan Fleming,,11035847
fl:an_ln:nadkarni-1,Anil V. Nadkarni,,6536352
fl:jo_ln:schaffeld-1,John Schaffeld,,D527799
001nwy7n73l5zr8pme6w7gbls,Aaron Michael Burrry,,8582819
fl:ju_ln:clack-1,Justin Clack,,10998797
fl:ja_ln:larson-9,James R. Larson,,5554469
fl:se_ln:lee-562,Seok Ju Lee,,10692631
fl:da_ln:skibinski-2,David Skibinski,,9045470
fl:ts_ln:yu-31,Tsung-Yuan Yu,,9349665
fl:ry_ln:nakabayashi-3,Ryo Nakabayashi,,7643254
fl:ju_ln:molnar-1,Judith R. Molnar,,5397368
fl:to_ln:su-2,Tongshang Su,,11469260
fl:al_ln:lell-1,Alfred Lell,,10637211
fl:ha_ln:bergstrom-2,Hans R. Bergstrom,,4505145
fl:el_ln:cosgriffhernandez-1,Elizabeth L. Cosgriff-Hernandez,,9670308
fl:go_ln:chapman-2,Gordon R. Chapman,,5136969
fl:an_ln:johnson-49,Andrew Johnson,,10367107
fl:mi_ln:ikarashi-2,Minoru Ikarashi,,10804321
fl:pa_ln:surrey-1,Paul Surrey,,9315972
fl:mi_ln:leibow-1,Michael Leibow,,9524140
fl:is_ln:chanclon-1,Ismael Chanclon,,10632675
fl:gu_ln:jiang-64,Guilin Jiang,,12305967
fl:ch_ln:koller-4,Charles Koller,,8789713
fl:jo_ln:dalton-24,Jonathan Dalton,,D761617
fl:be_ln:keiper-2,Bernd Keiper,,8115792
fl:lu_ln:gutierrez-5,Luis Javier Gutierrez,,8657530
fl:co_ln:shattuck-1,Colman D. Shattuck,,10086935
fl:be_ln:kim-36,Beom Jin Kim,,8268092
fl:jo_ln:bouharb-1,Joseph Bou Harb,,D895887
fl:jo_ln:peterson-47,John L. Peterson,,4941324
fl:zh_ln:su-122,Zhong Su,,8838650
fl:sh_ln:iwatani-8,Shiro Iwatani,,4803377
fl:ji_ln:liu-177,Jianyi Liu,,11716976
fl:ta_ln:kasahara-16,Takashi Kasahara,,8520248
fl:ta_ln:ogino-8,Takashi Ogino,,7883200
fl:ha_ln:terry-2,Harold Terry,,9915307
fl:we_ln:you-4,Wen-Chun You,,12426514
fl:fr_ln:guyon-2,Franck Guyon,,11236975
fl:na_ln:roth-2,Nathaniel Roth,,11232577
fl:jo_ln:liskowitz-1,John W. Liskowitz,,5624491
fl:cr_ln:deroy-1,Craig I. DeRoy,,8527401
fl:so_ln:lee-144,Soon Young LEE,,10191099
fl:ju_ln:ito-5,Jun Ito,,12358193
001q34w80gyh1jzoudyz9jr9n,Maurice G. Bellville,,D457932
fl:sc_ln:townley-1,Scott A. Townley,,9749880
fl:ka_ln:sakane-1,Kazuo Sakane,,5401734
fl:ry_ln:white-6,Ryan White,,7997106
fl:ja_ln:heath-14,Jan Heath,,9202682
fl:pe_ln:strzepa-1,Peter Strzepa,,9668865
fl:ik_ln:saiki-2,Ikuo Saiki,,5436221
fl:lu_ln:canzek-1,Ludvik Canzek,,4547045
fl:ta_ln:sodeyama-1,Tadashi Sodeyama,,7659637
fl:me_ln:duan-2,Mengyuan Duan,,12509374
fl:tu_ln:pham-16,Tuan Pham,,11625417
fl:ed_ln:ray-2,"Eddie F. Ray, III",,6375655
fl:je_ln:friedt-2,Jean-Michel Friedt,,8392128
001r3z1h180rcgot1pjkn72e2,Frederick G. Giglioli,,4095250
fl:ju_ln:montojo-1,Juan Montojo,,11838917
fl:ja_ln:storch-2,James C. Storch,,5676980
fl:th_ln:senese-1,Thomas J. Senese,,9071964
fl:sh_ln:michimoto-1,Shohei Michimoto,,7689976
fl:ma_ln:chetlur-1,Malolan Chetlur,,9152220
fl:de_ln:trivedi-1,Deepak Trivedi,,11506077
fl:el_ln:poppe-1,Elisabeth Poppe,,8377890
fl:ol_ln:liberg-1,Olof Liberg,,12082011
001rlvegetlsvjw2h8qhksgsr,Jerry Flournoy,,5619978
fl:ar_ln:ahmadivand-1,Arash Ahmadivand,,9923267
fl:ni_ln:smolyanskiy-1,Nikolay Smolyanskiy,,9930039
fl:se_ln:lee-37,Seong-Nam Lee,,7976910
fl:va_ln:devassy-1,Varghese Devassy,,7409509
fl:je_ln:schueler-1,Jeremy R. Schueler,,10431375
fl:ge_ln:selvin-1,Gerald J. Selvin,,3963297
fl:ko_ln:tamura-7,Kotaro Tamura,,11278586
fl:ch_ln:liu-868,Cheh-Kang Liu,,D564948
fl:da_ln:stolarz-1,Damien Phelan Stolarz,,10356123
fl:ti_ln:kraft-2,Timothy J. Kraft,,6685861
001sh51t5ft5hbegqhzo1y4or,Michael M. Stamler,,4453132
fl:ji_ln:mccullough-1,Jimmy D. McCullough,,5182053
fl:ko_ln:enomoto-6,Kouji Enomoto,,6340200
fl:st_ln:wright-28,Steven A. Wright,,7779162
fl:ma_ln:rixon-2,Mark W. Rixon,,12304943
fl:ke_ln:strope-1,Kerry M. Strope,,PP13180
fl:ji_ln:yong-12,Jinfeng Yong,,D1067396
fl:to_ln:kawasaki-30,Tomonori Kawasaki,,4106087
fl:ce_ln:gonzales-1,Cesar A. Gonzales,,8825811
fl:al_ln:schrinsky-1,Alex J. Schrinsky,,7468533
fl:to_ln:kuroda-6,Toshimasa Kuroda,,4356234
fl:ja_ln:zhang-9,Jack Zhang,,7962315
fl:er_ln:baumann-1,Ernst Baumann,,5932730
fl:gu_ln:devreese-1,Guy De Vreese,,8956162
fl:ju_ln:kitera-1,Jun Kitera,,D361084
fl:pe_ln:bohus-1,Peter Bohus,,5026895
fl:su_ln:park-73,Sung Ho Park,,8399882
fl:er_ln:vanpraet-2,Erik Van Praet,,6268442
fl:be_ln:du-1,Benjamin R. Du,,6099264
fl:yu_ln:zhang-286,Yun Zhang,,11958850
fl:ca_ln:finlay-1,Callum Niall Fergus Finlay,,7947642
fl:ya_ln:yamamoto-28,Yasushi Yamamoto,,10712099
fl:ru_ln:wiedemann-1,Rudolf A. Wiedemann,,7092031
fl:ra_ln:olsen-8,Raymond E. Olsen,,8444701
fl:se_ln:jinta-1,Seiichiro Jinta,,8411016
fl:ju_ln:nishino-3,Junki Nishino,,11063498
fl:to_ln:trojacki-1,Tomasz Trojacki,,12484429
fl:ak_ln:hirata-8,Akihiko Hirata,,6060756
fl:ed_ln:stein-4,Edward Stein,,11036350
fl:ke_ln:kanarik-1,Keren Jacobs Kanarik,,9576811
fl:sa_ln:alshaibani-1,Samil Alshaibani,,12031551
fl:do_ln:kim-187,Dong Soo Kim,,11389693
fl:ke_ln:smith-44,Kevin Smith,,5833353
fl:ga_ln:lim-8,Gak-Soo Lim,,11991150
fl:sa_ln:no-2,Sang Yong NO,,8941725
fl:hi_ln:kikuchi-43,Hiroyoshi Kikuchi,,5073693
fl:ro_ln:williams-146,Roosevelt Williams,,5335440
fl:ni_ln:andries-1,Nicole Andries,,6096701
fl:ka_ln:furumochi-1,Kazuto Furumochi,,5734622
fl:ta_ln:tan-24,Tao Tan,,11842485
fl:mi_ln:nienoord-1,Michiel Nienoord,,8641786
001v00g4g8h2a9x26n0kaix49,Lester B. Wilkens,,8516778
fl:ro_ln:cohen-10,Robert A. Cohen,,8811760
fl:ho_ln:oh-16,Hokil Oh,,12057440
fl:yu_ln:oki-8,Yusuke Oki,,11507842
fl:la_ln:boni-3,Lawrence Boni,,7718189
fl:pe_ln:ribnitz-1,Peter Ribnitz,,4302481
fl:an_ln:povinelli-1,Anthony J. Povinelli,,9931926
fl:ke_ln:turner-3,Kenneth W. Turner,,6761230
fl:pe_ln:benko-1,Péter Benkö,,8284044
fl:ma_ln:pratt-5,Mark Pratt,,6952510
fl:se_ln:gibanel-1,Sebastien Gibanel,,12377438
fl:xi_ln:zhao-144,Xinglong ZHAO,,11085279
fl:ha_ln:alshemari-1,Hasan M. Sh. Sh. Alshemari,,8382777
fl:kl_ln:waltenberg-1,Klaus Waltenberg,,8409311
fl:ma_ln:murata-18,Masae Murata,,5481514
fl:sh_ln:togawa-3,Shinichi Togawa,,7033662
fl:ja_ln:plogsties-1,Jan Plogsties,,10854213
fl:ge_ln:ho-1,Geoffrey Matthew Ho,,11264680
fl:je_ln:ok-3,Jerry Ok,,7142909
fl:go_ln:collier-1,Gordon Bruce Collier,,9441259
fl:ju_ln:umetsu-1,Jun Umetsu,,9312646
fl:ka_ln:yoshida-31,Katsuhiko Yoshida,,5245895
fl:so_ln:rubin-1,Sol R. Rubin,,4569259
fl:ts_ln:hashino-1,Tsukasa Hashino,,7200324
fl:we_ln:chen-509,Wen-Pin Chen,,8284377
fl:yu_ln:saito-36,Yuji Saito,,7814645
fl:ph_ln:keaton-1,Phillip Keaton,,7830052
fl:ge_ln:rockstein-1,George B. Rockstein,,5984187
fl:do_ln:taylor-18,Donald M. Taylor,,3941917
fl:wi_ln:lutton-2,William H. Lutton,,8151109
fl:ph_ln:troebner-1,Philipp Troebner,,8771175
fl:is_ln:takobe-1,Isao Takobe,,12463645
fl:ch_ln:kohlpaintner-1,Christian Kohlpaintner,,5612428
001wwao8tcfowqif3g924pk7j,Jill Kathleen Sestini,,9129250
fl:pe_ln:chaikowsky-1,Peter Chaikowsky,,D1061887
fl:fa_ln:audeval-1,Fabrice Audeval,,5800187
fl:yo_ln:oh-18,Yong-soo Oh,,6692112
fl:ru_ln:zahorik-1,Russell C. Zahorik,,6812139
fl:sw_ln:daingade-1,Swapnil Daingade,,9819497
fl:ai_ln:kawamoto-1,Aiko Kawamoto,,9599010
fl:we_ln:ding-47,Wei Ding,,D677287
fl:au_ln:marchetti-1,Augusto Marchetti,,4972654
fl:pe_ln:bressler-2,Peter Bressler,,5466223
fl:ta_ln:yamanaka-18,Takahiko Yamanaka,,11258047
fl:da_ln:lueneburg-1,David C. Lueneburg,,11397286
fl:kr_ln:mukkavilli-1,Krishna Kiran Mukkavilli,,12156277
